total_points,avg_dev,std_dev,label,band_1_points,band_2_points,band_3_points,band_4_points,band_5_points,band_6_points,band_7_points,band_8_points,band_9_points,band_10_points,dev_1,dev_2,dev_3,dev_4,dev_5,dev_6,dev_7,dev_8,dev_9,dev_10,dev_11,dev_12,dev_13,dev_14,dev_15,dev_16,dev_17,dev_18,dev_19,dev_20
221,3.25185e+07,2.92584e+07,0,7,12,12,15,21,24,18,30,34,48,6.17806e+06,1.89222e+07,1.83033e+07,1.78189e+07,2.11872e+06,1.4126e+07,1.41353e+07,9.97926e+06,64705.6,1.10068e+07,1.13873e+07,3.65303e+07,1.37551e+07,3.60646e+06,1.8196e+06,3.8051e+07,4.62789e+07,3.08877e+07,2.95758e+07,1.73989e+07
46,2.12626e+07,2.33249e+07,0,4,2,2,2,3,8,4,4,5,12,1.13377e+07,8.84901e+06,2.04136e+07,1.17329e+07,1.21568e+07,5.64841e+06,5.97522e+06,3.16541e+06,6.55247e+07,6.87279e+07,7.22009e+07,6.41424e+07,2.68447e+07,6.8012e+07,3.43939e+06,3.42164e+06,3.13347e+07,7.18086e+06,9.25378e+06,6.97423e+07
278,3.07338e+07,2.82603e+07,0,9,12,15,20,22,36,31,35,38,60,1.14555e+07,1.92348e+07,5.2726e+07,2.57745e+07,8.96924e+06,1.14109e+07,1.66348e+07,2.90955e+07,1.10906e+07,9.32119e+06,9.90617e+06,1.36945e+07,1.25338e+07,1.65103e+06,1.05462e+07,4.27886e+06,1.91512e+07,6.91442e+06,1.64726e+07,1.20649e+07
58,2.77449e+07,2.93663e+07,0,3,2,3,6,4,4,10,5,6,15,3.59384e+06,1.21532e+07,4.64364e+07,1.77254e+07,1.58482e+06,2.85924e+07,6.05278e+07,1.30074e+08,4.85508e+07,6.55863e+07,6.73409e+07,2.20946e+07,1.1331e+07,1.0438e+07,8.46633e+07,1.57117e+06,1.10904e+07,1.42649e+07,4.31606e+07,2.07292e+07
346,2.77518e+07,2.30777e+07,0,13,14,17,29,26,30,44,39,54,80,1.72627e+07,7.4467e+06,1.45942e+07,1.69682e+07,2.28563e+07,6.59141e+06,6.7918e+06,1.24408e+07,1.37057e+07,1.42905e+07,3.76509e+06,6.12348e+06,1.06798e+07,1.12776e+07,3.44859e+07,7.50122e+06,927310,1.48322e+07,4.34443e+06,479956
63,2.62135e+07,2.51366e+07,0,4,2,5,4,8,4,5,11,6,14,5.95476e+06,1.02393e+07,3.81116e+06,1.98575e+07,3.05549e+07,8.97211e+06,3.7412e+06,3.82282e+07,1.572e+07,6.5058e+07,6.8397e+07,3.44082e+07,3.54274e+07,6.15418e+07,1.14541e+08,5.65547e+07,3.85358e+06,2.73205e+07,2.13272e+07,3.95039e+07
416,2.04777e+07,1.83115e+07,0,16,20,21,32,38,33,49,55,58,94,2.32322e+07,4.32227e+06,9.44397e+06,1.37659e+07,1.51869e+07,1.19429e+07,930539,8.73263e+06,1.10573e+07,1.22245e+07,2.49807e+07,5.10845e+06,1.92998e+06,7.48856e+06,9.47125e+06,1.03704e+07,1.55594e+07,3.0175e+06,3.47331e+06,6.39456e+06
82,2.99261e+07,2.51951e+07,0,4,4,3,8,4,9,12,6,13,19,1.41746e+07,5.82959e+06,9.03424e+06,2.2539e+07,2.32279e+07,1.53666e+06,2.70698e+07,1.79431e+07,6.1174e+06,1.95705e+06,1.34993e+07,3.13577e+07,9.36226e+07,7.17899e+07,2.62319e+07,7.95268e+07,8.56065e+07,7.14029e+07,6.88903e+07,5.89235e+07
90,4.33325e+07,3.63456e+07,0,3,2,6,4,9,6,11,8,13,28,1.14213e+08,8.03258e+07,2.37532e+07,7.0706e+07,6.88147e+07,8.21321e+07,9.15785e+06,6.77079e+07,6.02924e+07,1.08274e+08,5.20364e+07,7.03986e+07,1.5782e+08,1.07694e+07,1.05735e+08,9.48655e+07,9.47802e+07,1.17968e+08,8.84169e+07,1.0468e+08
90,3.0837e+07,2.953e+07,0,4,5,7,4,9,11,12,6,15,17,2.18627e+07,3.80208e+07,1.0431e+07,1.5181e+07,4.98849e+06,6.36008e+06,2.51645e+07,5.73879e+07,4.47848e+06,4.26427e+06,4.27015e+07,1.10003e+07,4.57937e+07,1.04616e+08,8.95319e+07,2.56973e+07,1.08919e+08,9.63198e+07,8.88922e+07,5.19284e+07
113,3.46791e+07,2.77778e+07,0,4,5,8,8,10,12,12,16,16,22,8.6528e+07,1.47237e+07,1.3764e+07,4.26529e+07,2.08798e+07,1.18155e+07,1.83622e+06,2.06619e+07,2.30832e+07,4.20068e+06,2.18384e+06,3.72097e+07,1.51492e+07,883980,5.06512e+07,7.94602e+07,4.8156e+07,8.31599e+07,1.14448e+08,7.56365e+07
148,3.37449e+07,2.86059e+07,0,7,6,8,10,17,14,14,17,25,30,1.14339e+07,2.14664e+07,7.72945e+06,7.7867e+06,1.49103e+07,4.7212e+07,1.90668e+06,1.21181e+07,548416,1.76598e+07,1.01276e+07,3.70709e+07,1.32202e+07,4.49306e+07,3.73754e+06,1.38678e+06,4.53995e+06,1.86226e+07,1.15992e+07,3.06924e+07
40,1.92945e+07,1.90925e+07,0,2,1,2,3,3,3,4,4,10,8,2.21491e+07,4.17615e+06,1.15677e+06,2.43041e+07,4.85727e+07,6.65444e+07,3.06554e+07,1.75284e+07,2.50521e+07,1.33409e+07,2.54202e+07,3.01067e+07,2.10884e+07,5.8024e+07,7.24382e+07,2.29478e+07,3.76229e+06,2.76557e+06,1.38336e+07,3.79948e+07
179,3.48347e+07,3.05937e+07,0,7,8,13,12,17,18,16,28,20,40,2.33609e+07,2.28298e+07,2.70659e+07,1.08414e+07,1.84274e+07,1.69644e+07,1.18806e+07,998161,9.78772e+06,701440,1.09916e+07,1.06103e+07,3.9157e+07,5.92611e+06,5.60526e+07,3.48692e+07,2.19581e+07,2.48261e+06,1.30867e+06,6.66905e+06
40,1.84074e+07,2.14933e+07,0,3,2,2,3,3,3,4,5,5,10,4.17278e+06,1.58431e+07,8.85494e+06,4.09405e+07,6.17574e+06,5.51097e+07,5.68755e+07,6.96678e+07,4.24833e+07,1.82067e+07,2.15504e+07,1.05505e+07,2.58921e+07,4.14408e+07,2.69974e+07,6.6858e+07,7.62993e+07,3.08312e+07,3.4997e+06,3.62772e+06
234,3.22338e+07,3.09735e+07,0,9,12,15,12,21,25,28,29,26,57,3.15799e+07,3.93741e+07,8.08284e+06,2.04074e+07,2.32951e+07,1.83224e+07,7.17586e+06,1.5174e+07,1.77798e+07,2.71074e+07,9.4256e+06,3.41661e+07,6.95787e+06,845624,7.07461e+06,1.09026e+07,5.65925e+06,2.24528e+07,7.72958e+06,2.49577e+07
43,2.26093e+07,2.85391e+07,0,2,2,2,3,3,7,4,5,5,10,1.58769e+07,8.75436e+06,1.04968e+06,2.72862e+07,2.21194e+07,332659,4.49976e+07,4.37088e+07,9.59553e+07,8.24623e+07,5.02304e+07,1.12419e+07,2.52834e+07,1.35259e+07,2.39767e+07,1.00162e+08,3.71736e+07,7.38269e+07,6.23001e+07,7.753e+07
291,3.33003e+07,2.95115e+07,0,10,14,19,21,25,27,33,34,39,69,1.792e+07,2.21673e+07,4.43213e+07,1.78306e+07,1.08782e+07,1.53776e+07,1.78656e+07,2.1306e+07,1.04836e+07,9.29015e+06,1.22323e+07,1.43502e+07,1.11543e+07,6.09678e+06,1.98198e+07,6.18589e+06,395864,4.48768e+06,6.84473e+06,3.96589e+06
60,2.41356e+07,2.00509e+07,0,4,2,2,7,4,4,9,6,6,16,9.92457e+06,1.29376e+07,6.67805e+06,3.66181e+07,7.06743e+06,6.03494e+07,5.76164e+07,1.81317e+07,1.12193e+07,5.50353e+07,5.63407e+07,6.75747e+07,5.21593e+06,3.24453e+07,3.2388e+07,4.76529e+07,4.68692e+06,2.63805e+07,3.62066e+07,5.17583e+07
390,2.76026e+07,2.3396e+07,0,13,16,25,24,36,42,36,54,52,92,7.25728e+06,1.43954e+07,1.82908e+07,2.46138e+07,5.06902e+06,7.34269e+06,1.26799e+07,1.48385e+07,5.35072e+07,1.28462e+07,721332,8.34477e+06,1.17318e+07,1.32167e+07,2.33649e+07,4.617e+06,1.54324e+06,7.94603e+06,9.89595e+06,1.19623e+07
62,2.56061e+07,2.69798e+07,0,3,2,6,3,4,8,5,12,6,13,1.26607e+07,4.64212e+07,7.62771e+06,648416,4.76634e+06,4.76686e+06,1.37236e+07,2.70333e+07,1.08566e+08,7.91505e+07,450775,6.30318e+07,6.9758e+07,7.24436e+07,4.73486e+07,6.25701e+06,3.06244e+07,2.20164e+07,4.02376e+07,5.68282e+06
451,2.06081e+07,1.89278e+07,0,16,21,27,28,35,44,51,57,63,109,8.74523e+06,1.49838e+07,1.6047e+07,1.52342e+07,423173,8.55982e+06,1.21606e+07,1.29981e+07,2.83585e+07,6.15154e+06,2.62685e+06,8.02218e+06,1.04732e+07,1.10741e+07,1.74357e+07,3.5589e+06,3.87046e+06,6.85265e+06,9.01503e+06,9.44015e+06
84,3.05943e+07,2.54818e+07,0,4,5,3,8,4,9,12,6,13,20,1.80665e+07,5.47611e+07,1.30406e+07,1.5128e+07,2.76349e+06,3.75308e+06,2.03292e+07,4.74024e+07,7.2794e+06,2.39691e+06,5.42244e+07,8.92146e+06,3.17651e+07,9.04904e+07,7.25314e+07,2.17883e+07,8.57847e+07,8.2559e+07,7.21899e+07,6.88489e+07
102,2.89647e+07,2.25499e+07,0,4,6,6,9,5,10,13,14,15,20,2.94195e+07,9.17526e+06,7.9007e+06,1.77098e+07,2.74659e+06,2.57002e+07,713978,1.07829e+07,6.78393e+06,3.84803e+07,1.09461e+06,4.86225e+07,8.20249e+07,8.32526e+07,2.03963e+07,2.25465e+07,6.12437e+07,6.14906e+07,8.63673e+07,1.34023e+07
115,3.97344e+07,3.14729e+07,0,4,6,8,8,11,12,13,16,16,21,9.82852e+07,5.4144e+07,1.99435e+07,1.76864e+07,2.46077e+07,2.27793e+07,4.88343e+06,4.54976e+06,2.48383e+07,2.09042e+07,1.70557e+06,6.8043e+07,3.21128e+07,5.01536e+07,8.82415e+07,1.28869e+08,7.84275e+07,5.53218e+07,8.74373e+07,1.20209e+08
147,3.5924e+07,2.87576e+07,0,7,6,8,10,17,14,14,18,27,26,7.21868e+06,2.26252e+07,1.6896e+06,5.78589e+06,1.53794e+07,923717,4.30272e+06,2.49762e+07,6.37296e+07,1.55001e+07,9.29012e+06,2.66273e+07,1.73965e+07,3.98546e+07,1.15627e+07,2.92082e+06,5.8673e+06,1.4816e+07,2.26898e+07,2.37004e+07
39,2.93358e+07,2.65429e+07,0,3,2,2,2,3,3,4,4,9,7,2.02408e+07,714640,3.92551e+07,1.27107e+06,1.44473e+07,6.4933e+07,8.74462e+07,8.12037e+07,5.13258e+06,8.89228e+07,2.27939e+06,3.55796e+06,3.45043e+07,482496,3.29197e+06,4.12291e+07,8.6176e+07,7.12446e+07,1.83379e+07,9.11854e+06
186,3.0019e+07,2.97366e+07,0,8,8,13,12,19,16,25,20,29,36,3.37609e+07,2.53462e+07,1.91546e+07,6.57357e+06,2.08969e+07,2.01498e+07,7.87261e+06,1.18704e+06,1.51183e+07,4.60107e+06,1.13843e+07,9.5798e+06,2.42934e+06,6.21023e+07,1.30894e+06,1.12961e+07,8.77298e+06,3.59094e+07,2.94626e+07,2.58492e+07
40,2.25098e+07,2.03951e+07,0,3,2,2,2,3,4,4,4,4,12,1.75179e+06,6.28557e+06,4.33468e+06,1.33153e+07,5.15597e+07,6.0756e+07,5.63173e+07,5.52333e+07,5.05138e+06,7.74941e+06,438406,3.95735e+07,4.78378e+07,6.34858e+07,5.48799e+07,2.8461e+07,3.16053e+07,1.20857e+06,5.59133e+07,1.18697e+07
238,3.23664e+07,3.15524e+07,0,9,12,15,13,21,25,28,32,31,52,5.92962e+07,7.37233e+06,1.10806e+07,1.85472e+07,5.62161e+07,2.30491e+07,1.04226e+07,1.2911e+07,1.60978e+07,2.27462e+07,9.62775e+06,1.83303e+07,1.52515e+07,507075,6.38799e+06,3.29763e+06,5.98206e+06,1.44172e+07,1.13535e+07,2.57208e+07
46,2.0719e+07,2.32508e+07,0,4,2,2,2,3,8,4,4,5,12,8.39594e+06,9.04773e+06,1.59649e+07,1.35963e+07,1.25398e+07,7.73419e+06,5.65573e+06,1.9518e+07,6.37756e+07,6.66232e+07,6.9787e+07,6.26334e+07,3.66706e+07,6.97379e+07,3.96454e+06,2.86424e+06,3.3402e+07,2.15921e+06,1.25718e+07,2.52389e+06
329,3.05709e+07,2.59573e+07,0,13,15,18,21,34,29,33,46,45,75,2.49104e+07,3.5974e+07,1.53928e+07,1.33714e+07,1.7259e+07,1.94464e+07,1.57871e+07,9.43603e+06,1.06125e+07,1.34536e+07,1.54193e+07,9.52863e+06,5.6131e+06,8.73224e+06,1.08183e+07,1.25571e+07,2.58814e+07,1.02858e+07,1.52636e+07,1.614e+07
60,2.68524e+07,2.34374e+07,0,3,2,3,6,4,4,10,5,6,17,1.12484e+07,3.299e+07,3.0527e+06,2.6547e+06,3.0875e+07,4.68986e+07,6.99227e+07,2.88627e+07,8.34172e+07,6.88184e+07,6.13497e+07,3.86491e+07,9.78399e+06,7.27642e+07,3.31361e+07,4.55518e+06,1.95737e+07,5.66894e+07,4.96637e+07,3.79973e+07
402,2.75535e+07,2.39856e+07,0,16,16,25,32,30,43,44,47,61,88,3.7502e+06,2.20048e+06,1.86423e+07,1.84355e+07,3.53971e+07,2.66715e+07,5.41647e+06,4.3181e+06,1.55951e+07,1.55596e+07,1.84063e+07,1.67523e+07,5.3772e+06,4.97187e+06,1.29575e+07,1.30151e+07,1.17732e+07,1.03359e+07,5.09829e+06,5.15974e+06
62,2.70099e+07,2.84682e+07,0,2,3,6,3,3,10,5,10,6,14,2.52916e+07,1.00083e+07,3.91698e+06,563611,1.70296e+07,2.58478e+07,3.22914e+07,4.16627e+07,6.99588e+07,9.18166e+07,4.81052e+07,6.85782e+07,8.69522e+07,7.3437e+07,1.46917e+07,6.80507e+06,8.46797e+07,1.07257e+08,2.21182e+07,1.18889e+07
476,2.19442e+07,1.93731e+07,0,16,22,28,34,41,47,51,60,64,113,1.37042e+07,1.47997e+07,4.05421e+07,1.06312e+07,1.3847e+06,9.18008e+06,1.19278e+07,1.2672e+07,2.52145e+07,4.94314e+06,3.68037e+06,7.8267e+06,1.02195e+07,1.07283e+07,1.18546e+07,3.11073e+06,3.51278e+06,6.59153e+06,8.73582e+06,9.07075e+06
82,2.68048e+07,2.38836e+07,0,2,6,3,6,10,5,10,7,14,19,1.11181e+07,2.20967e+06,1.66506e+07,2.66043e+06,1.32652e+07,209813,2.52828e+07,1.94105e+07,357308,6.69675e+07,6.59206e+07,6.83192e+07,6.45444e+06,6.56873e+06,5.02745e+07,6.52481e+07,7.96171e+07,6.96672e+07,9.62618e+06,4.63235e+06
104,3.21803e+07,2.65346e+07,0,4,6,7,9,5,11,12,14,16,20,3.39995e+07,7.78007e+06,1.12471e+07,2.00677e+07,567379,4.11542e+07,231913,2.7914e+07,1.37203e+07,3.21832e+07,1.59451e+07,845766,7.15419e+07,7.13006e+07,7.31712e+07,2.4988e+07,2.51081e+07,5.2047e+07,1.18488e+08,8.75544e+07
119,3.64245e+07,3.33034e+07,0,4,6,8,9,11,12,13,16,16,24,2.5308e+07,2.9566e+07,1.32844e+07,1.68252e+07,4.64774e+07,4.33331e+06,4.5517e+06,1.60565e+07,3.66011e+07,3.14037e+07,5.14598e+06,915101,5.94496e+07,8.67937e+06,8.40511e+07,1.51906e+08,4.51223e+07,4.70706e+07,6.22634e+07,1.23173e+08
27,2.43043e+07,2.5528e+07,0,1,1,1,3,3,3,3,3,4,5,251008,2.83705e+07,1.41514e+07,6.85678e+07,9.72727e+07,2.13944e+07,5.50841e+07,499147,9.08263e+06,1.36127e+07,6.91e+07,5.30255e+07,4.04122e+07,272645,1.83229e+06,3.19014e+06,239765,1.70878e+06,1.86642e+06,3.30914e+07
151,3.28849e+07,2.80196e+07,0,7,6,8,10,17,14,14,25,20,30,1.07376e+07,2.13362e+07,9.39884e+06,7.68997e+06,1.49273e+07,3.74893e+07,1.3256e+06,1.17905e+07,701845,1.81053e+07,1.01166e+07,3.73135e+07,1.22225e+07,4.77785e+07,3.11147e+06,1.46104e+06,4.56289e+06,1.96759e+07,1.16817e+07,3.4488e+07
31,3.09493e+07,2.71186e+07,0,1,1,1,2,3,4,5,3,5,6,294789,3.19947e+07,56965.3,2.11438e+07,6.7679e+07,7.8617e+07,1.006e+08,1.43655e+07,6.04336e+07,631381,9.12016e+06,1.48266e+07,7.91267e+07,6.68217e+07,4.75029e+07,342517,1.32579e+06,3.39494e+06,3.99679e+07,7.31834e+06
195,3.02759e+07,3.01196e+07,0,9,7,14,11,20,15,26,19,31,43,1.43406e+07,2.3545e+07,4.6031e+07,6.90048e+06,1.23207e+07,1.77558e+07,1.97388e+07,5.8762e+06,1.07361e+07,3.92059e+07,2.94547e+07,2.60123e+07,2.58168e+07,1.24354e+07,191272,1.22348e+07,1.06599e+07,7.65875e+06,1.34208e+07,7.79641e+06
33,3.04479e+07,3.247e+07,0,2,1,2,2,2,6,5,4,4,5,1.69639e+07,4.10801e+06,3.17756e+07,2.84603e+06,1.47965e+07,7.8548e+07,9.63008e+07,9.00275e+07,7.66169e+06,1.00312e+08,1.91314e+06,2.44468e+06,3.81031e+07,1.08123e+08,8.22652e+07,2.42375e+07,3.46393e+06,3.2891e+07,3.00369e+06,2.21704e+07
247,3.3682e+07,3.04305e+07,0,9,13,15,21,14,26,28,33,35,53,7.58641e+07,1.72435e+07,1.16944e+07,2.29706e+07,2.81941e+07,2.64915e+07,1.38254e+07,1.17153e+07,1.80284e+07,1.70103e+07,1.29082e+07,1.10899e+07,1.7956e+07,1.71888e+07,2.61295e+07,764078,1.15807e+07,3.93495e+06,1.37348e+07,8.92518e+06
44,2.39268e+07,2.45103e+07,0,3,2,3,3,3,3,4,5,5,13,1.02175e+07,1.22853e+07,3.77891e+07,1.69514e+07,432925,3.14461e+07,4.42704e+07,1.02219e+08,7.55626e+07,4.79653e+07,1.66529e+07,2.02132e+07,1.11581e+07,2.65067e+07,4.66994e+07,3.32245e+07,7.25104e+07,8.2039e+07,3.55921e+07,4.35291e+06
353,3.18215e+07,2.62303e+07,0,16,14,18,30,26,30,45,39,55,80,2.73375e+07,2.69598e+07,4.32787e+07,5.61494e+06,1.09853e+07,2.12947e+07,2.1593e+07,2.3062e+07,1.42881e+06,1.12344e+07,1.68682e+07,1.74389e+07,3.39579e+07,9.38951e+06,2.64228e+06,9.84534e+06,1.40898e+07,4.77017e+07,8.57013e+06,1.69483e+07
47,2.70598e+07,2.92541e+07,0,2,3,3,3,6,4,5,5,5,11,4.02184e+07,2.4565e+07,2.88184e+07,2.5429e+07,4.99868e+07,7.96067e+07,3.65865e+07,1.05046e+08,6.71146e+07,4.93324e+07,4.63431e+07,4.1268e+07,1.9954e+07,9.74e+06,2.93102e+07,1.56544e+07,2.08928e+07,8.86001e+07,5.08292e+07,8.46003e+07
14,1.98067e+07,1.7813e+07,0,1,1,0,2,0,2,2,0,3,3,5.65426e+06,4.66642e+07,4.31325e+07,1.87128e+07,3.27317e+06,1.39306e+07,1.84945e+07,4.61647e+07,4.49005e+07,424573,1.61548e+06,6.13475e+06,8.38491e+06,0,0,0,0,0,0,0
458,2.95568e+07,2.72559e+07,0,16,22,27,30,33,45,51,58,64,112,1.28056e+07,2.20739e+07,2.20446e+07,6.87171e+07,1.56241e+07,226116,1.22342e+07,1.92316e+07,1.90377e+07,3.08344e+07,9.07237e+06,2.0878e+06,1.07105e+07,1.59472e+07,1.59616e+07,2.07689e+07,4.92706e+06,3.12612e+06,9.4163e+06,1.33977e+07
51,2.85809e+07,3.12152e+07,0,2,2,3,6,3,3,10,5,5,12,2.21386e+07,3.02872e+07,3.19737e+07,100915,2.59303e+07,2.31599e+07,4.30803e+07,7.95633e+07,5.38024e+07,1.17156e+08,8.21138e+07,6.36683e+07,4.21407e+07,3.74403e+07,2.18111e+07,8.53905e+06,2.86641e+07,1.79661e+07,1.88253e+07,8.46768e+07
14,1.77991e+07,1.81986e+07,0,1,1,0,1,0,2,3,0,3,3,4.61667e+07,4.72244e+07,4.07919e+06,1.07769e+06,2.53513e+07,786035,4.6433e+07,3.02893e+07,1.55073e+07,165555,2.44143e+06,3.58864e+06,8.27709e+06,0,0,0,0,0,0,0
572,2.31694e+07,2.03145e+07,0,22,23,30,37,53,50,70,65,85,137,3.27467e+06,9.03598e+06,1.668e+07,1.83099e+07,2.4598e+07,1.15546e+07,3.95584e+06,8.43477e+06,1.40495e+07,1.54559e+07,1.58797e+07,6.56339e+06,4.18765e+06,7.7788e+06,1.19522e+07,1.31466e+07,3.1858e+07,8.54736e+06,1.78404e+06,5.21304e+06
67,2.78654e+07,2.75397e+07,0,3,2,6,3,8,5,5,11,6,18,1.87193e+07,2.50275e+07,700479,242505,1.1744e+07,9.69347e+06,1.82987e+07,3.55288e+07,9.21003e+07,8.96833e+07,1.85033e+07,6.73565e+07,7.55148e+07,7.69796e+07,4.20892e+07,7.98952e+06,2.38617e+07,2.93003e+07,3.38229e+07,3.95932e+06
22,2.05572e+07,2.0346e+07,0,1,1,1,1,0,3,3,3,3,6,569535,5.02145e+07,5.11765e+07,8.64478e+06,5.99257e+07,395840,1.41306e+07,2.2251e+07,5.14915e+07,3.16064e+07,2.60312e+07,172747,2.64803e+06,2.81615e+06,80354.7,3.57401e+07,1.89735e+06,4.23971e+07,20883.2,2.49898e+07
124,4.30329e+07,3.54811e+07,0,3,4,6,7,8,10,12,14,15,45,4.3291e+07,9.17106e+07,8.7528e+07,3.31475e+06,7.7448e+07,7.02811e+06,1.47483e+08,4.3341e+07,8.68991e+07,1.98687e+07,1.20064e+08,6.2967e+07,7.4923e+07,4.65408e+07,5.96459e+07,9.17857e+07,6.45342e+07,7.94759e+07,3.89063e+07,1.35407e+08
83,3.15963e+07,2.56778e+07,0,4,5,3,8,4,10,11,6,14,18,1.59534e+07,4.06373e+07,8.1169e+06,1.31568e+07,1.67179e+06,1.25346e+06,1.76667e+07,2.16082e+07,4.0752e+07,6.45712e+07,1.14461e+08,1.06359e+07,4.30859e+07,9.02332e+07,7.91947e+07,2.18121e+07,7.26486e+07,3.66578e+07,1.10417e+07,2.59637e+06
22,2.76789e+07,2.29991e+07,0,2,2,2,0,2,2,0,4,4,4,8.9871e+06,1.85491e+07,5.70873e+07,6.05603e+07,5.98332e+07,6.28933e+06,6.18841e+06,625941,4.85416e+07,5.65559e+07,7.82601e+07,4.10447e+07,1.61379e+06,2.59934e+07,2.34012e+07,2.39324e+07,1.20152e+06,1.79599e+07,1.03373e+07,1.87866e+07
62,35.3049,33.7801,1,4,2,4,3,8,4,8,8,9,12,15.9925,50.0984,21.0932,109.872,19.0375,63.0547,32.5282,42.2478,17.3041,94.8379,92.3822,68.0468,76.3486,22.4752,74.2698,97.9336,14.9957,22.9353,3.21807,14.2728
90,3.33117e+07,3.12991e+07,0,4,6,6,4,10,10,6,14,14,16,1.95402e+06,3.4767e+07,3.31628e+06,3.166e+06,5.46046e+07,2.02297e+07,2.09859e+07,140274,2.98493e+07,1.57592e+07,347797,3.73153e+06,8.22063e+07,6.958e+07,1.09126e+08,1.15777e+07,2.45141e+06,8.38293e+07,8.27474e+07,8.96391e+07
24,2.88611e+07,2.23443e+07,0,1,2,2,2,0,2,3,4,4,4,2.05665e+07,6.48681e+06,2.78509e+07,4.68559e+07,7.39229e+07,6.62595e+07,7.35533e+06,4.51379e+06,7.33209e+06,5.71455e+07,6.31734e+07,5.72758e+07,1.21181e+07,5.19553e+07,3.26701e+06,2.00336e+07,3.65801e+07,2.86969e+07,2.6362e+06,1.45759e+07
10,1.78831e+07,1.22712e+07,0,1,0,1,0,1,1,1,2,0,3,2.99015e+07,3.18899e+07,3.57575e+06,2.67599e+07,3.59316e+07,6.00579e+06,4.96164e+06,1.00928e+07,1.18293e+07,0,0,0,0,0,0,0,0,0,0,0
116,3.78062e+07,3.34807e+07,0,4,6,7,9,10,12,14,14,17,23,3.2307e+07,1.92092e+07,1.04721e+07,2.09439e+07,6.25539e+06,1.65896e+07,1.62145e+06,2.70392e+07,1.65154e+07,5.37098e+07,1.63206e+07,3.74986e+07,1.7679e+07,5.91437e+06,339584,2.50309e+07,3.3211e+07,6.29005e+07,1.26595e+08,1.05939e+08
72,35.6568,33.3064,1,4,3,6,3,9,5,10,10,8,14,7.00273,11.7624,60.7583,29.7698,103.351,90.667,22.3457,41.5888,64.2228,15.8009,29.9477,52.3049,155.471,58.4807,64.0116,88.712,60.7095,72.4437,101.707,23.6321
25,3.41952e+07,2.79729e+07,0,1,2,2,2,0,3,3,4,4,4,1.85966e+07,7.011e+06,3.3045e+07,4.64949e+07,8.54995e+07,7.27646e+07,8.53472e+06,1.04979e+08,568053,7.97479e+06,4.53107e+07,7.0602e+07,6.22123e+07,2.68798e+07,5.643e+07,4.46655e+06,1.64275e+07,4.22398e+07,3.21144e+07,3.73148e+06
10,2.00005e+07,1.82133e+07,0,1,0,1,0,1,0,1,1,2,3,3.04388e+07,3.08377e+07,27138.7,4.51283e+07,4.96976e+07,108800,5.05909e+06,8.57366e+06,1.01337e+07,0,0,0,0,0,0,0,0,0,0,0
139,3.86358e+07,3.00888e+07,0,6,8,8,9,12,12,15,24,19,26,4.96815e+07,2.05244e+07,1.98737e+07,2.38957e+07,1.30423e+07,1.48913e+07,7.31004e+06,2.14138e+07,1.66852e+07,1.75839e+06,5.06238e+06,1.93249e+07,5.19977e+07,4.34994e+07,3.93194e+06,4.97018e+07,9.22382e+07,1.16211e+08,9.21558e+07,2.32284e+07
84,38.7854,35.0808,1,4,4,8,4,8,10,6,12,14,14,17.5045,27.021,16.4317,73.308,45.0372,39.394,21.9549,32.5902,41.0688,22.5136,7.31711,35.5718,58.0438,92.66,4.97873,81.9813,27.9419,14.1099,73.3119,68.5956
26,3.40649e+07,2.73916e+07,0,1,1,2,2,2,3,3,4,4,4,2.64268e+07,9.80699e+06,1.31497e+07,3.37453e+07,5.04544e+07,9.56389e+07,8.07389e+07,9.1551e+06,8.08594e+07,661131,8.28798e+06,2.51922e+07,7.87705e+07,6.90172e+07,3.91133e+07,5.40851e+07,5.2579e+06,1.50125e+07,4.04377e+07,3.37769e+07
10,22.6157,20.4433,1,1,0,1,0,1,1,0,1,2,3,54.0651,49.0637,5.30214,1.26467,5.14219,0.546631,17.8841,25.419,44.8542,0,0,0,0,0,0,0,0,0,0,0
13,1.394e+07,1.22526e+07,0,1,0,2,0,2,0,2,0,2,4,2.34491e+07,3.93568e+07,9.91742e+06,2.28623e+07,3.07362e+07,1.86738e+07,583187,5.04962e+06,1.68234e+06,1.76494e+06,7.36659e+06,5.83792e+06,0,0,0,0,0,0,0,0
195,3.25343e+07,3.11686e+07,0,9,6,15,10,21,14,27,23,28,42,1.037e+06,2.44806e+07,6.07465e+06,1.95773e+06,1.74919e+07,4.88986e+07,3.61804e+07,9.15156e+06,6.73239e+06,3.3219e+07,1.30668e+07,3.31543e+07,2.15184e+07,1.27044e+07,289576,1.0183e+07,9.97477e+06,6.10121e+06,7.18111e+06,1.50538e+07
42,84.1913,58.6979,1,2,2,2,4,2,4,6,6,6,8,81.439,66.2966,160.821,51.9375,66.1761,52.3712,42.5303,156.46,18.9151,128.204,59.6404,138.928,17.0233,5.07656,21.5236,77.6089,2.93315,7.73502,79.4484,27.2747
36,3.82549e+07,2.93371e+07,0,1,1,2,3,5,3,3,4,6,8,648096,5.71334e+07,3.75121e+07,70709.3,6.99941e+07,7.86742e+07,9.20325e+07,7.89449e+07,1.69493e+07,4.92249e+07,661365,6.35444e+06,1.09571e+07,9.20251e+07,7.28965e+07,6.78405e+07,294752,1.7307e+06,2.45955e+06,4.60819e+07
